Source node name,Source node type,Relationship type,Target node type,Target node name
DB00017,DRUG,DRUG_TARGETS,TARGET,P30988
DB00018,DRUG,DRUG_TARGETS,TARGET,P17181
DB00018,DRUG,DRUG_TARGETS,TARGET,P48551
DB00019,DRUG,DRUG_TARGETS,TARGET,Q99062
DB00020,DRUG,DRUG_TARGETS,TARGET,P15509
DB00020,DRUG,DRUG_TARGETS,TARGET,P26951
DB00020,DRUG,DRUG_TARGETS,TARGET,P32927
DB00020,DRUG,DRUG_TARGETS,TARGET,P34741
DB00020,DRUG,DRUG_TARGETS,TARGET,P13727
DB00022,DRUG,DRUG_TARGETS,TARGET,P17181
DB00022,DRUG,DRUG_TARGETS,TARGET,P48551
DB00024,DRUG,DRUG_TARGETS,TARGET,P16473
DB00025,DRUG,DRUG_TARGETS,TARGET,P00742
DB00025,DRUG,DRUG_TARGETS,TARGET,P00740
DB00025,DRUG,DRUG_TARGETS,TARGET,P04275
DB00025,DRUG,DRUG_TARGETS,TARGET,O14832
DB00025,DRUG,DRUG_TARGETS,TARGET,P07307
DB00025,DRUG,DRUG_TARGETS,TARGET,P11021
DB00025,DRUG,DRUG_TARGETS,TARGET,P27797
DB00025,DRUG,DRUG_TARGETS,TARGET,P27824
DB00025,DRUG,DRUG_TARGETS,TARGET,P49257
DB00025,DRUG,DRUG_TARGETS,TARGET,Q07954
DB00025,DRUG,DRUG_TARGETS,TARGET,Q8NI22
DB00026,DRUG,DRUG_TARGETS,TARGET,P14778
DB00028,DRUG,DRUG_TARGETS,TARGET,P12314
DB00028,DRUG,DRUG_TARGETS,TARGET,Q92637
DB00028,DRUG,DRUG_TARGETS,TARGET,P12318
DB00028,DRUG,DRUG_TARGETS,TARGET,P31994
DB00028,DRUG,DRUG_TARGETS,TARGET,P31995
DB00028,DRUG,DRUG_TARGETS,TARGET,P08637
DB00028,DRUG,DRUG_TARGETS,TARGET,O75015
DB00028,DRUG,DRUG_TARGETS,TARGET,P01024
DB00028,DRUG,DRUG_TARGETS,TARGET,P0C0L4
DB00028,DRUG,DRUG_TARGETS,TARGET,P0C0L5
DB00028,DRUG,DRUG_TARGETS,TARGET,P01031
DB00029,DRUG,DRUG_TARGETS,TARGET,P00747
DB00029,DRUG,DRUG_TARGETS,TARGET,P02671
DB00029,DRUG,DRUG_TARGETS,TARGET,P05121
DB00030,DRUG,DRUG_TARGETS,TARGET,P06213
DB00030,DRUG,DRUG_TARGETS,TARGET,P08069
DB00030,DRUG,DRUG_TARGETS,TARGET,P16870
DB00030,DRUG,DRUG_TARGETS,TARGET,P48745
DB00030,DRUG,DRUG_TARGETS,TARGET,P98164
DB00030,DRUG,DRUG_TARGETS,TARGET,Q16270
DB00031,DRUG,DRUG_TARGETS,TARGET,P00747
DB00031,DRUG,DRUG_TARGETS,TARGET,P02671
DB00031,DRUG,DRUG_TARGETS,TARGET,Q03405
DB00031,DRUG,DRUG_TARGETS,TARGET,P05121
DB00031,DRUG,DRUG_TARGETS,TARGET,P05120
DB00031,DRUG,DRUG_TARGETS,TARGET,P05452
DB00031,DRUG,DRUG_TARGETS,TARGET,P05787
DB00031,DRUG,DRUG_TARGETS,TARGET,P07355
DB00031,DRUG,DRUG_TARGETS,TARGET,P27797
DB00031,DRUG,DRUG_TARGETS,TARGET,P27824
DB00031,DRUG,DRUG_TARGETS,TARGET,Q07954
DB00032,DRUG,DRUG_TARGETS,TARGET,P23945
DB00032,DRUG,DRUG_TARGETS,TARGET,P22888
DB00033,DRUG,DRUG_TARGETS,TARGET,P15260
DB00033,DRUG,DRUG_TARGETS,TARGET,P38484
DB00034,DRUG,DRUG_TARGETS,TARGET,P17181
DB00034,DRUG,DRUG_TARGETS,TARGET,P48551
DB00035,DRUG,DRUG_TARGETS,TARGET,P30518
DB00035,DRUG,DRUG_TARGETS,TARGET,P37288
DB00035,DRUG,DRUG_TARGETS,TARGET,P47901
DB00036,DRUG,DRUG_TARGETS,TARGET,P00742
DB00036,DRUG,DRUG_TARGETS,TARGET,P13726
DB00036,DRUG,DRUG_TARGETS,TARGET,P10646
DB00036,DRUG,DRUG_TARGETS,TARGET,P38435
DB00036,DRUG,DRUG_TARGETS,TARGET,P08709
DB00038,DRUG,DRUG_TARGETS,TARGET,Q14626
DB00039,DRUG,DRUG_TARGETS,TARGET,P21802
DB00039,DRUG,DRUG_TARGETS,TARGET,P11362
DB00039,DRUG,DRUG_TARGETS,TARGET,P98160
DB00040,DRUG,DRUG_TARGETS,TARGET,P47871
DB00040,DRUG,DRUG_TARGETS,TARGET,O95838
DB00040,DRUG,DRUG_TARGETS,TARGET,P43220
DB00041,DRUG,DRUG_TARGETS,TARGET,P14784
DB00041,DRUG,DRUG_TARGETS,TARGET,P01589
DB00041,DRUG,DRUG_TARGETS,TARGET,P31785
DB00042,DRUG,DRUG_TARGETS,TARGET,P63027
DB00042,DRUG,DRUG_TARGETS,TARGET,P23763
DB00042,DRUG,DRUG_TARGETS,TARGET,Q8N9I0
DB00043,DRUG,DRUG_TARGETS,TARGET,P12319
DB00043,DRUG,DRUG_TARGETS,TARGET,Q01362
DB00044,DRUG,DRUG_TARGETS,TARGET,P22888
DB00045,DRUG,DRUG_TARGETS,TARGET,O60603
DB00046,DRUG,DRUG_TARGETS,TARGET,P06213
DB00046,DRUG,DRUG_TARGETS,TARGET,P08069
DB00047,DRUG,DRUG_TARGETS,TARGET,P06213
DB00047,DRUG,DRUG_TARGETS,TARGET,P08069
DB00048,DRUG,DRUG_TARGETS,TARGET,P02452
DB00048,DRUG,DRUG_TARGETS,TARGET,P02458
DB00048,DRUG,DRUG_TARGETS,TARGET,P02461
DB00050,DRUG,DRUG_TARGETS,TARGET,P30968
DB00050,DRUG,DRUG_TARGETS,TARGET,P22888
DB00051,DRUG,DRUG_TARGETS,TARGET,P01375
DB00052,DRUG,DRUG_TARGETS,TARGET,P10912
DB00052,DRUG,DRUG_TARGETS,TARGET,P16471
DB00054,DRUG,DRUG_TARGETS,TARGET,P05106
DB00054,DRUG,DRUG_TARGETS,TARGET,P08514
DB00054,DRUG,DRUG_TARGETS,TARGET,P12318
DB00054,DRUG,DRUG_TARGETS,TARGET,P31994
DB00054,DRUG,DRUG_TARGETS,TARGET,P04004
DB00055,DRUG,DRUG_TARGETS,TARGET,P00451
DB00055,DRUG,DRUG_TARGETS,TARGET,P12259
DB00055,DRUG,DRUG_TARGETS,TARGET,P05121
DB00055,DRUG,DRUG_TARGETS,TARGET,P07204
DB00055,DRUG,DRUG_TARGETS,TARGET,P07225
DB00055,DRUG,DRUG_TARGETS,TARGET,P00734
DB00055,DRUG,DRUG_TARGETS,TARGET,P02776
DB00055,DRUG,DRUG_TARGETS,TARGET,P05154
DB00055,DRUG,DRUG_TARGETS,TARGET,P35237
DB00055,DRUG,DRUG_TARGETS,TARGET,Q9UNN8
DB00056,DRUG,DRUG_TARGETS,TARGET,P20138
DB00056,DRUG,DRUG_TARGETS,TARGET,O75015
DB00056,DRUG,DRUG_TARGETS,TARGET,P08637
DB00056,DRUG,DRUG_TARGETS,TARGET,P12314
DB00058,DRUG,DRUG_TARGETS,TARGET,P08246
DB00060,DRUG,DRUG_TARGETS,TARGET,P17181
DB00060,DRUG,DRUG_TARGETS,TARGET,P48551
DB00061,DRUG,DRUG_TARGETS,TARGET,P62993
DB00063,DRUG,DRUG_TARGETS,TARGET,P05106
DB00063,DRUG,DRUG_TARGETS,TARGET,A0A024R8I1
DB00063,DRUG,DRUG_TARGETS,TARGET,Q00975
DB00065,DRUG,DRUG_TARGETS,TARGET,P01375
DB00066,DRUG,DRUG_TARGETS,TARGET,P23945
DB00067,DRUG,DRUG_TARGETS,TARGET,P30518
DB00067,DRUG,DRUG_TARGETS,TARGET,P37288
DB00067,DRUG,DRUG_TARGETS,TARGET,P47901
DB00067,DRUG,DRUG_TARGETS,TARGET,P30559
DB00068,DRUG,DRUG_TARGETS,TARGET,P17181
DB00068,DRUG,DRUG_TARGETS,TARGET,P48551
DB00069,DRUG,DRUG_TARGETS,TARGET,P17181
DB00069,DRUG,DRUG_TARGETS,TARGET,P48551
DB00070,DRUG,DRUG_TARGETS,TARGET,P01137
DB00071,DRUG,DRUG_TARGETS,TARGET,P06213
DB00071,DRUG,DRUG_TARGETS,TARGET,P08069
DB00072,DRUG,DRUG_TARGETS,TARGET,P04626
DB00073,DRUG,DRUG_TARGETS,TARGET,P11836
DB00074,DRUG,DRUG_TARGETS,TARGET,P01589
DB00074,DRUG,DRUG_TARGETS,TARGET,P14784
DB00075,DRUG,DRUG_TARGETS,TARGET,P04234
DB00075,DRUG,DRUG_TARGETS,TARGET,P07766
DB00075,DRUG,DRUG_TARGETS,TARGET,P09693
DB00075,DRUG,DRUG_TARGETS,TARGET,P20963
DB00075,DRUG,DRUG_TARGETS,TARGET,O75015
DB00078,DRUG,DRUG_TARGETS,TARGET,P11836
DB00081,DRUG,DRUG_TARGETS,TARGET,P11836
DB00081,DRUG,DRUG_TARGETS,TARGET,P31994
DB00082,DRUG,DRUG_TARGETS,TARGET,P10912
DB00083,DRUG,DRUG_TARGETS,TARGET,P60880
DB00083,DRUG,DRUG_TARGETS,TARGET,P62745
DB00086,DRUG,DRUG_TARGETS,TARGET,P00747
DB00086,DRUG,DRUG_TARGETS,TARGET,P25116
DB00087,DRUG,DRUG_TARGETS,TARGET,P31358
DB00087,DRUG,DRUG_TARGETS,TARGET,O75015
DB00087,DRUG,DRUG_TARGETS,TARGET,P08637
DB00087,DRUG,DRUG_TARGETS,TARGET,P12314
DB00087,DRUG,DRUG_TARGETS,TARGET,P12318
DB00087,DRUG,DRUG_TARGETS,TARGET,P31994
DB00087,DRUG,DRUG_TARGETS,TARGET,P31995
DB00089,DRUG,DRUG_TARGETS,TARGET,Q04609
DB00091,DRUG,DRUG_TARGETS,TARGET,P49069
DB00091,DRUG,DRUG_TARGETS,TARGET,Q96LZ3
DB00091,DRUG,DRUG_TARGETS,TARGET,P62937
DB00091,DRUG,DRUG_TARGETS,TARGET,P30405
DB00092,DRUG,DRUG_TARGETS,TARGET,P06729
DB00092,DRUG,DRUG_TARGETS,TARGET,P08637
DB00092,DRUG,DRUG_TARGETS,TARGET,O75015
DB00093,DRUG,DRUG_TARGETS,TARGET,P37288
DB00094,DRUG,DRUG_TARGETS,TARGET,P23945
DB00095,DRUG,DRUG_TARGETS,TARGET,P20702
DB00095,DRUG,DRUG_TARGETS,TARGET,P20701
DB00097,DRUG,DRUG_TARGETS,TARGET,P22888
DB00097,DRUG,DRUG_TARGETS,TARGET,P23945
DB00098,DRUG,DRUG_TARGETS,TARGET,Q95460
DB00098,DRUG,DRUG_TARGETS,TARGET,P20701
DB00098,DRUG,DRUG_TARGETS,TARGET,P42081
DB00098,DRUG,DRUG_TARGETS,TARGET,P31994
DB00098,DRUG,DRUG_TARGETS,TARGET,P01730
DB00098,DRUG,DRUG_TARGETS,TARGET,P05556
DB00098,DRUG,DRUG_TARGETS,TARGET,P06756
DB00098,DRUG,DRUG_TARGETS,TARGET,P05106
DB00098,DRUG,DRUG_TARGETS,TARGET,P06126
DB00099,DRUG,DRUG_TARGETS,TARGET,Q99062
DB00100,DRUG,DRUG_TARGETS,TARGET,P00742
DB00100,DRUG,DRUG_TARGETS,TARGET,P03951
DB00100,DRUG,DRUG_TARGETS,TARGET,P08709
DB00100,DRUG,DRUG_TARGETS,TARGET,P00451
DB00100,DRUG,DRUG_TARGETS,TARGET,P00734
DB00100,DRUG,DRUG_TARGETS,TARGET,Q07954
DB00100,DRUG,DRUG_TARGETS,TARGET,P38435
DB00102,DRUG,DRUG_TARGETS,TARGET,P09619
DB00102,DRUG,DRUG_TARGETS,TARGET,P16234
DB00102,DRUG,DRUG_TARGETS,TARGET,P01023
DB00105,DRUG,DRUG_TARGETS,TARGET,P48551
DB00105,DRUG,DRUG_TARGETS,TARGET,P17181
DB00106,DRUG,DRUG_TARGETS,TARGET,P30968
DB00107,DRUG,DRUG_TARGETS,TARGET,P30559
DB00108,DRUG,DRUG_TARGETS,TARGET,P13612
DB00108,DRUG,DRUG_TARGETS,TARGET,O75015
DB00108,DRUG,DRUG_TARGETS,TARGET,P05362
DB00108,DRUG,DRUG_TARGETS,TARGET,P12314
DB00109,DRUG,DRUG_TARGETS,TARGET,Q53I07
DB00110,DRUG,DRUG_TARGETS,TARGET,P13843
DB00110,DRUG,DRUG_TARGETS,TARGET,O75015
DB00110,DRUG,DRUG_TARGETS,TARGET,P00736
DB00110,DRUG,DRUG_TARGETS,TARGET,P02745
DB00110,DRUG,DRUG_TARGETS,TARGET,P02746
DB00110,DRUG,DRUG_TARGETS,TARGET,P02747
DB00110,DRUG,DRUG_TARGETS,TARGET,P08637
DB00110,DRUG,DRUG_TARGETS,TARGET,P12314
DB00110,DRUG,DRUG_TARGETS,TARGET,P31994
DB00111,DRUG,DRUG_TARGETS,TARGET,P01589
DB00111,DRUG,DRUG_TARGETS,TARGET,P14784
DB00111,DRUG,DRUG_TARGETS,TARGET,O75015
DB00111,DRUG,DRUG_TARGETS,TARGET,P00736
DB00111,DRUG,DRUG_TARGETS,TARGET,P02745
DB00111,DRUG,DRUG_TARGETS,TARGET,P02746
DB00111,DRUG,DRUG_TARGETS,TARGET,P02747
DB00111,DRUG,DRUG_TARGETS,TARGET,P08637
DB00111,DRUG,DRUG_TARGETS,TARGET,P12314
DB00111,DRUG,DRUG_TARGETS,TARGET,P12318
DB00111,DRUG,DRUG_TARGETS,TARGET,P31994
DB00111,DRUG,DRUG_TARGETS,TARGET,P31995
DB00112,DRUG,DRUG_TARGETS,TARGET,P15692
DB00112,DRUG,DRUG_TARGETS,TARGET,P02745
DB00112,DRUG,DRUG_TARGETS,TARGET,P02746
DB00112,DRUG,DRUG_TARGETS,TARGET,P02747
DB00112,DRUG,DRUG_TARGETS,TARGET,P08637
DB00112,DRUG,DRUG_TARGETS,TARGET,P12314
DB00112,DRUG,DRUG_TARGETS,TARGET,P12318
DB00112,DRUG,DRUG_TARGETS,TARGET,P31994
DB00112,DRUG,DRUG_TARGETS,TARGET,P31995
DB00113,DRUG,DRUG_TARGETS,TARGET,P13688
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9BYV1
DB00114,DRUG,DRUG_TARGETS,TARGET,Q99259
DB00114,DRUG,DRUG_TARGETS,TARGET,P35520
DB00114,DRUG,DRUG_TARGETS,TARGET,Q16719
DB00114,DRUG,DRUG_TARGETS,TARGET,P34896
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9Y697
DB00114,DRUG,DRUG_TARGETS,TARGET,P17174
DB00114,DRUG,DRUG_TARGETS,TARGET,P04181
DB00114,DRUG,DRUG_TARGETS,TARGET,P11926
DB00114,DRUG,DRUG_TARGETS,TARGET,Q8N5Z0
DB00114,DRUG,DRUG_TARGETS,TARGET,P80404
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9NVS9
DB00114,DRUG,DRUG_TARGETS,TARGET,O95470
DB00114,DRUG,DRUG_TARGETS,TARGET,P17735
DB00114,DRUG,DRUG_TARGETS,TARGET,Q16773
DB00114,DRUG,DRUG_TARGETS,TARGET,O15270
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9Y600
DB00114,DRUG,DRUG_TARGETS,TARGET,P19113
DB00114,DRUG,DRUG_TARGETS,TARGET,Q96A70
DB00114,DRUG,DRUG_TARGETS,TARGET,P20132
DB00114,DRUG,DRUG_TARGETS,TARGET,O75600
DB00114,DRUG,DRUG_TARGETS,TARGET,P23378
DB00114,DRUG,DRUG_TARGETS,TARGET,P24298
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9Y617
DB00114,DRUG,DRUG_TARGETS,TARGET,P13196
DB00114,DRUG,DRUG_TARGETS,TARGET,P21549
DB00114,DRUG,DRUG_TARGETS,TARGET,Q96GD0
DB00114,DRUG,DRUG_TARGETS,TARGET,O15269
DB00114,DRUG,DRUG_TARGETS,TARGET,P32929
DB00114,DRUG,DRUG_TARGETS,TARGET,P54687
DB00114,DRUG,DRUG_TARGETS,TARGET,O15382
DB00114,DRUG,DRUG_TARGETS,TARGET,O94903
DB00114,DRUG,DRUG_TARGETS,TARGET,P00505
DB00114,DRUG,DRUG_TARGETS,TARGET,P11216
DB00114,DRUG,DRUG_TARGETS,TARGET,P11217
DB00114,DRUG,DRUG_TARGETS,TARGET,P20711
DB00114,DRUG,DRUG_TARGETS,TARGET,Q2TU84
DB00114,DRUG,DRUG_TARGETS,TARGET,Q53ET4
DB00114,DRUG,DRUG_TARGETS,TARGET,Q59FK2
DB00114,DRUG,DRUG_TARGETS,TARGET,Q59GM9
DB00114,DRUG,DRUG_TARGETS,TARGET,Q5JAM2
DB00114,DRUG,DRUG_TARGETS,TARGET,Q5VZ30
DB00114,DRUG,DRUG_TARGETS,TARGET,Q6IBS8
DB00114,DRUG,DRUG_TARGETS,TARGET,Q6YP21
DB00114,DRUG,DRUG_TARGETS,TARGET,Q6ZQY3
DB00114,DRUG,DRUG_TARGETS,TARGET,Q96I15
DB00114,DRUG,DRUG_TARGETS,TARGET,Q6WRI0
DB00114,DRUG,DRUG_TARGETS,TARGET,Q8IUZ5
DB00114,DRUG,DRUG_TARGETS,TARGET,Q8IVA8
DB00114,DRUG,DRUG_TARGETS,TARGET,P34897
DB00114,DRUG,DRUG_TARGETS,TARGET,P22557
DB00114,DRUG,DRUG_TARGETS,TARGET,Q8TD30
DB00114,DRUG,DRUG_TARGETS,TARGET,Q96EN8
DB00114,DRUG,DRUG_TARGETS,TARGET,Q96GA7
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9BXA1
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9GZT4
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9HD40
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9NUV7
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9UGI5
DB00114,DRUG,DRUG_TARGETS,TARGET,Q9UJX1
DB00115,DRUG,DRUG_TARGETS,TARGET,Q99707
DB00115,DRUG,DRUG_TARGETS,TARGET,P22033
DB00115,DRUG,DRUG_TARGETS,TARGET,Q9UBK8
DB00115,DRUG,DRUG_TARGETS,TARGET,Q8IVH4
DB00115,DRUG,DRUG_TARGETS,TARGET,Q9Y4U1
DB00115,DRUG,DRUG_TARGETS,TARGET,P42898
DB00116,DRUG,DRUG_TARGETS,TARGET,P11586
DB00116,DRUG,DRUG_TARGETS,TARGET,P13995
DB00116,DRUG,DRUG_TARGETS,TARGET,P48728
DB00116,DRUG,DRUG_TARGETS,TARGET,O75891
DB00116,DRUG,DRUG_TARGETS,TARGET,Q99707
DB00116,DRUG,DRUG_TARGETS,TARGET,O95954
DB00116,DRUG,DRUG_TARGETS,TARGET,P31939
DB00116,DRUG,DRUG_TARGETS,TARGET,P34896
DB00116,DRUG,DRUG_TARGETS,TARGET,P34897
DB00116,DRUG,DRUG_TARGETS,TARGET,P42898
DB00116,DRUG,DRUG_TARGETS,TARGET,Q53ET4
DB00116,DRUG,DRUG_TARGETS,TARGET,Q96DP5
DB00117,DRUG,DRUG_TARGETS,TARGET,P19113
DB00117,DRUG,DRUG_TARGETS,TARGET,P12081
DB00117,DRUG,DRUG_TARGETS,TARGET,Q99624
DB00117,DRUG,DRUG_TARGETS,TARGET,P42357
DB00118,DRUG,DRUG_TARGETS,TARGET,P21964
DB00118,DRUG,DRUG_TARGETS,TARGET,Q8N1G2
DB00118,DRUG,DRUG_TARGETS,TARGET,Q9HBK9
DB00118,DRUG,DRUG_TARGETS,TARGET,Q14749
DB00118,DRUG,DRUG_TARGETS,TARGET,P17707
DB00118,DRUG,DRUG_TARGETS,TARGET,P31153
DB00118,DRUG,DRUG_TARGETS,TARGET,P35520
DB00118,DRUG,DRUG_TARGETS,TARGET,Q00266
DB00119,DRUG,DRUG_TARGETS,TARGET,O15427
DB00119,DRUG,DRUG_TARGETS,TARGET,P36021
DB00119,DRUG,DRUG_TARGETS,TARGET,Q9BYV1
DB00119,DRUG,DRUG_TARGETS,TARGET,O15375
DB00119,DRUG,DRUG_TARGETS,TARGET,P30613
DB00119,DRUG,DRUG_TARGETS,TARGET,O15403
DB00119,DRUG,DRUG_TARGETS,TARGET,O60669
DB00119,DRUG,DRUG_TARGETS,TARGET,P11177
DB00119,DRUG,DRUG_TARGETS,TARGET,P14618
DB00119,DRUG,DRUG_TARGETS,TARGET,P80404
DB00119,DRUG,DRUG_TARGETS,TARGET,O15374
DB00119,DRUG,DRUG_TARGETS,TARGET,O95907
DB00119,DRUG,DRUG_TARGETS,TARGET,P53985
DB00119,DRUG,DRUG_TARGETS,TARGET,P11498
DB00120,DRUG,DRUG_TARGETS,TARGET,P17735
DB00120,DRUG,DRUG_TARGETS,TARGET,Q9UHI5
DB00120,DRUG,DRUG_TARGETS,TARGET,Q9Y285
DB00120,DRUG,DRUG_TARGETS,TARGET,P00439
DB00120,DRUG,DRUG_TARGETS,TARGET,O95363
DB00120,DRUG,DRUG_TARGETS,TARGET,Q9NSD9
DB00120,DRUG,DRUG_TARGETS,TARGET,P07101
DB00121,DRUG,DRUG_TARGETS,TARGET,P05166
DB00121,DRUG,DRUG_TARGETS,TARGET,P50747
DB00121,DRUG,DRUG_TARGETS,TARGET,Q9HCC0
DB00121,DRUG,DRUG_TARGETS,TARGET,O00763
DB00121,DRUG,DRUG_TARGETS,TARGET,Q96RQ3
DB00121,DRUG,DRUG_TARGETS,TARGET,P11498
DB00121,DRUG,DRUG_TARGETS,TARGET,P05165
DB00121,DRUG,DRUG_TARGETS,TARGET,Q13085
DB00122,DRUG,DRUG_TARGETS,TARGET,P36544
DB00122,DRUG,DRUG_TARGETS,TARGET,Q9Y5K3
DB00122,DRUG,DRUG_TARGETS,TARGET,P22303
DB00122,DRUG,DRUG_TARGETS,TARGET,P49585
DB00122,DRUG,DRUG_TARGETS,TARGET,O14939
DB00122,DRUG,DRUG_TARGETS,TARGET,P06276
DB00122,DRUG,DRUG_TARGETS,TARGET,Q13393
DB00122,DRUG,DRUG_TARGETS,TARGET,Q8TCT1
DB00123,DRUG,DRUG_TARGETS,TARGET,P30825
DB00123,DRUG,DRUG_TARGETS,TARGET,O43246
DB00123,DRUG,DRUG_TARGETS,TARGET,Q8WY07
DB00123,DRUG,DRUG_TARGETS,TARGET,P52569
DB00123,DRUG,DRUG_TARGETS,TARGET,Q15046
DB00125,DRUG,DRUG_TARGETS,TARGET,Q8WY07
DB00125,DRUG,DRUG_TARGETS,TARGET,Q96A70
DB00125,DRUG,DRUG_TARGETS,TARGET,P04424
DB00125,DRUG,DRUG_TARGETS,TARGET,P35228
DB00125,DRUG,DRUG_TARGETS,TARGET,P30825
DB00125,DRUG,DRUG_TARGETS,TARGET,P78540
DB00125,DRUG,DRUG_TARGETS,TARGET,O43246
DB00125,DRUG,DRUG_TARGETS,TARGET,P00966
DB00125,DRUG,DRUG_TARGETS,TARGET,P29474
DB00126,DRUG,DRUG_TARGETS,TARGET,Q54873
DB00126,DRUG,DRUG_TARGETS,TARGET,P24300
DB00126,DRUG,DRUG_TARGETS,TARGET,O00469
DB00126,DRUG,DRUG_TARGETS,TARGET,O14832
DB00126,DRUG,DRUG_TARGETS,TARGET,O60568
DB00126,DRUG,DRUG_TARGETS,TARGET,O75936
DB00126,DRUG,DRUG_TARGETS,TARGET,P09172
DB00126,DRUG,DRUG_TARGETS,TARGET,P19021
DB00126,DRUG,DRUG_TARGETS,TARGET,Q32P28
DB00126,DRUG,DRUG_TARGETS,TARGET,Q8IVL5
DB00126,DRUG,DRUG_TARGETS,TARGET,Q8IVL6
DB00126,DRUG,DRUG_TARGETS,TARGET,P13674
DB00126,DRUG,DRUG_TARGETS,TARGET,Q8N543
DB00126,DRUG,DRUG_TARGETS,TARGET,Q6N063
DB00126,DRUG,DRUG_TARGETS,TARGET,Q6NS38
DB00126,DRUG,DRUG_TARGETS,TARGET,Q96Q83
DB00126,DRUG,DRUG_TARGETS,TARGET,Q9BY66
DB00126,DRUG,DRUG_TARGETS,TARGET,Q02809
DB00126,DRUG,DRUG_TARGETS,TARGET,Q9NVH6
DB00126,DRUG,DRUG_TARGETS,TARGET,Q9NXG6
DB00126,DRUG,DRUG_TARGETS,TARGET,Q9GZT9
DB00126,DRUG,DRUG_TARGETS,TARGET,Q96KS0
DB00126,DRUG,DRUG_TARGETS,TARGET,Q9H6Z9
DB00127,DRUG,DRUG_TARGETS,TARGET,P52788
DB00127,DRUG,DRUG_TARGETS,TARGET,Q9NWM0
DB00127,DRUG,DRUG_TARGETS,TARGET,P11926
DB00127,DRUG,DRUG_TARGETS,TARGET,P41180
DB00127,DRUG,DRUG_TARGETS,TARGET,P08588
DB00127,DRUG,DRUG_TARGETS,TARGET,P07550
DB00128,DRUG,DRUG_TARGETS,TARGET,Q8N142
